id,time,value
3,02/16/2020 10:38:05,3.36
3,02/16/2020 10:38:06,7.83
3,02/16/2020 10:38:07,3.36
3,02/16/2020 10:38:08,2.24
3,02/16/2020 10:38:09,4.92
3,02/16/2020 10:38:10,6.04
3,02/16/2020 10:38:11,5.14
3,02/16/2020 10:38:12,3.58
3,02/16/2020 10:38:13,14.09
3,02/16/2020 10:38:14,5.37
3,02/16/2020 10:38:15,3.58
3,02/16/2020 10:38:16,4.92
3,02/16/2020 10:38:17,8.72
3,02/16/2020 10:38:18,5.14
3,02/16/2020 10:38:19,9.62
3,02/16/2020 10:38:20,8.05
3,02/16/2020 10:38:21,6.93
3,02/16/2020 10:38:22,6.04
3,02/16/2020 10:38:23,9.17
3,02/16/2020 10:38:24,3.8
3,02/16/2020 10:38:25,6.49
3,02/16/2020 10:38:26,5.59
3,02/16/2020 10:38:27,10.07
3,02/16/2020 10:38:28,11.63
3,02/16/2020 10:38:29,5.37
3,02/16/2020 10:38:30,6.71
3,02/16/2020 10:38:31,6.71
3,02/16/2020 10:38:32,4.92
3,02/16/2020 10:38:33,12.75
3,02/16/2020 10:38:34,7.16
3,02/16/2020 10:38:35,8.28
3,02/16/2020 10:38:36,6.04
3,02/16/2020 10:38:37,6.93
3,02/16/2020 10:38:38,7.16
3,02/16/2020 10:38:39,6.49
3,02/16/2020 10:38:39,4.92
3,02/16/2020 10:38:40,6.93
3,02/16/2020 10:38:41,5.82
3,02/16/2020 10:38:42,4.47
3,02/16/2020 10:38:43,6.49
3,02/16/2020 10:38:44,3.8
3,02/16/2020 10:38:45,4.92
3,02/16/2020 10:38:46,2.91
3,02/16/2020 10:38:47,3.8
3,02/16/2020 10:38:48,7.61
3,02/16/2020 10:38:49,6.04
3,02/16/2020 10:38:50,5.59
3,02/16/2020 10:38:51,4.25
3,02/16/2020 10:38:52,7.16
3,02/16/2020 10:38:53,5.82
3,02/16/2020 10:38:54,4.03
3,02/16/2020 10:38:55,7.16
3,02/16/2020 10:38:56,4.25
3,02/16/2020 10:38:57,4.7
3,02/16/2020 10:38:58,5.82
3,02/16/2020 10:38:59,5.82
3,02/16/2020 10:39:00,4.92
3,02/16/2020 10:39:01,2.24
3,02/16/2020 10:39:02,6.04
3,02/16/2020 10:39:03,8.72
3,02/16/2020 10:39:04,8.28
3,02/16/2020 10:39:05,7.83
3,02/16/2020 10:39:06,4.47
3,02/16/2020 10:39:07,4.7
3,02/16/2020 10:39:08,5.14
3,02/16/2020 10:39:09,4.92
3,02/16/2020 10:39:10,2.46
3,02/16/2020 10:39:11,3.36
3,02/16/2020 10:39:12,
3,02/16/2020 10:39:13,
3,02/16/2020 10:39:14,
3,02/16/2020 10:39:15,
3,02/16/2020 10:39:16,3.8
3,02/16/2020 10:39:17,
3,02/16/2020 10:39:18,1.34
3,02/16/2020 10:39:19,4.47
3,02/16/2020 10:39:20,3.8
3,02/16/2020 10:39:21,3.58
3,02/16/2020 10:39:22,2.46
3,02/16/2020 10:39:23,2.01
3,02/16/2020 10:39:24,4.25
3,02/16/2020 10:39:25,3.58
3,02/16/2020 10:39:26,3.8
3,02/16/2020 10:39:27,4.47
3,02/16/2020 10:39:28,4.92
3,02/16/2020 10:39:29,3.13
3,02/16/2020 10:39:30,3.13
3,02/16/2020 10:39:31,6.04
3,02/16/2020 10:39:32,4.7
3,02/16/2020 10:39:33,1.34
3,02/16/2020 10:39:34,2.46
3,02/16/2020 10:39:35,3.36
3,02/16/2020 10:39:36,5.59
3,02/16/2020 10:39:37,5.14
3,02/16/2020 10:39:38,7.61
3,02/16/2020 10:39:39,8.95
3,02/16/2020 10:39:40,5.37
3,02/16/2020 10:39:41,3.36
3,02/16/2020 10:39:42,8.05
3,02/16/2020 10:39:43,7.38
3,02/16/2020 10:39:44,4.25
3,02/16/2020 10:39:45,2.46
3,02/16/2020 10:39:46,1.79
3,02/16/2020 10:39:47,4.7
3,02/16/2020 10:39:48,2.68
3,02/16/2020 10:39:49,2.91
3,02/16/2020 10:39:50,3.13
3,02/16/2020 10:39:51,4.92
3,02/16/2020 10:39:52,4.03
3,02/16/2020 10:39:53,2.01
3,02/16/2020 10:39:54,6.26
3,02/16/2020 10:39:55,3.58
3,02/16/2020 10:39:56,2.46
3,02/16/2020 10:39:57,4.92
3,02/16/2020 10:39:58,3.58
3,02/16/2020 10:39:59,2.24
3,02/16/2020 10:40:00,2.91
3,02/16/2020 10:40:01,3.36
3,02/16/2020 10:40:02,5.37
3,02/16/2020 10:40:03,3.13
3,02/16/2020 10:40:04,3.13
3,02/16/2020 10:40:05,2.91
3,02/16/2020 10:40:06,2.46
3,02/16/2020 10:40:07,2.01
3,02/16/2020 10:40:08,5.37
3,02/16/2020 10:40:09,4.03
3,02/16/2020 10:40:10,4.25
3,02/16/2020 10:40:11,3.36
3,02/16/2020 10:40:12,4.25
3,02/16/2020 10:40:13,4.7
3,02/16/2020 10:40:14,2.91
3,02/16/2020 10:40:15,4.47
3,02/16/2020 10:40:16,4.25
3,02/16/2020 10:40:17,2.68
3,02/16/2020 10:40:18,5.82
3,02/16/2020 10:40:19,4.92
3,02/16/2020 10:40:20,3.13
3,02/16/2020 10:40:21,5.14
3,02/16/2020 10:40:22,6.49
3,02/16/2020 10:40:23,4.92
3,02/16/2020 10:40:24,4.03
3,02/16/2020 10:40:25,3.36
3,02/16/2020 10:40:26,4.25
3,02/16/2020 10:40:27,2.01
3,02/16/2020 10:40:28,3.13
3,02/16/2020 10:40:29,4.25
3,02/16/2020 10:40:30,3.58
3,02/16/2020 10:40:31,4.25
3,02/16/2020 10:40:32,4.92
3,02/16/2020 10:40:33,6.93
3,02/16/2020 10:40:34,2.91
3,02/16/2020 10:40:35,2.01
3,02/16/2020 10:40:36,3.8
3,02/16/2020 10:40:37,5.14
3,02/16/2020 10:40:38,4.03
3,02/16/2020 10:40:39,1.34
3,02/16/2020 10:40:40,2.68
3,02/16/2020 10:40:41,4.03
3,02/16/2020 10:40:42,4.47
3,02/16/2020 10:40:43,5.14
3,02/16/2020 10:40:44,4.03
3,02/16/2020 10:40:45,3.8
3,02/16/2020 10:40:46,2.91
3,02/16/2020 10:40:47,4.03
3,02/16/2020 10:40:48,5.37
3,02/16/2020 10:40:49,1.57
3,02/16/2020 10:40:50,2.24
3,02/16/2020 10:40:51,4.7
3,02/16/2020 10:40:52,4.25
3,02/16/2020 10:40:53,5.82
3,02/16/2020 10:40:54,1.79
3,02/16/2020 10:40:55,9.62
3,02/16/2020 10:40:56,2.68
3,02/16/2020 10:40:57,3.13
3,02/16/2020 10:40:58,2.68
3,02/16/2020 10:40:59,2.46
3,02/16/2020 10:41:00,5.37
3,02/16/2020 10:41:01,3.13
3,02/16/2020 10:41:02,3.36
3,02/16/2020 10:41:03,1.79
3,02/16/2020 10:41:04,6.04
3,02/16/2020 10:41:05,6.71
3,02/16/2020 10:41:06,6.71
3,02/16/2020 10:41:07,7.61
3,02/16/2020 10:41:08,9.62
3,02/16/2020 10:41:09,6.49
3,02/16/2020 10:41:10,2.68
3,02/16/2020 10:41:11,3.8
3,02/16/2020 10:41:12,4.03
3,02/16/2020 10:41:13,5.82
3,02/16/2020 10:41:14,4.25
3,02/16/2020 10:41:15,4.03
3,02/16/2020 10:41:16,4.92
3,02/16/2020 10:41:17,4.92
3,02/16/2020 10:41:18,2.68
3,02/16/2020 10:41:19,3.36
3,02/16/2020 10:41:20,3.58
3,02/16/2020 10:41:21,2.46
3,02/16/2020 10:41:22,2.24
3,02/16/2020 10:41:23,3.8
3,02/16/2020 10:41:24,2.46
3,02/16/2020 10:41:25,1.79
3,02/16/2020 10:41:26,5.14
3,02/16/2020 10:41:27,2.91
3,02/16/2020 10:41:28,4.47
3,02/16/2020 10:41:29,3.13
3,02/16/2020 10:41:30,8.05
3,02/16/2020 10:41:31,11.18
3,02/16/2020 10:41:32,9.62
3,02/16/2020 10:41:33,7.61
3,02/16/2020 10:41:34,2.68
3,02/16/2020 10:41:35,2.24
3,02/16/2020 10:41:36,7.61
3,02/16/2020 10:41:37,4.7
3,02/16/2020 10:41:38,2.01
3,02/16/2020 10:41:39,2.46
3,02/16/2020 10:41:40,2.01
3,02/16/2020 10:41:41,7.38
3,02/16/2020 10:41:42,4.7
3,02/16/2020 10:41:43,3.58
3,02/16/2020 10:41:44,1.12
3,02/16/2020 10:41:45,2.91
3,02/16/2020 10:41:46,4.7
3,02/16/2020 10:41:47,3.13
3,02/16/2020 10:41:48,4.03
3,02/16/2020 10:41:49,2.68
3,02/16/2020 10:41:50,4.03
3,02/16/2020 10:41:51,4.47
3,02/16/2020 10:41:52,6.26
3,02/16/2020 10:41:53,2.24
3,02/16/2020 10:41:54,10.51
3,02/16/2020 10:41:55,8.5
3,02/16/2020 10:41:56,6.04
3,02/16/2020 10:41:57,6.49
3,02/16/2020 10:41:58,4.03
3,02/16/2020 10:41:58,5.14
3,02/16/2020 10:41:59,8.28
3,02/16/2020 10:42:00,4.25
3,02/16/2020 10:42:01,3.8
3,02/16/2020 10:42:02,4.92
3,02/16/2020 10:42:03,3.13
3,02/16/2020 10:42:04,3.13
3,02/16/2020 10:42:05,5.14
3,02/16/2020 10:42:06,4.7
3,02/16/2020 10:42:07,3.13
3,02/16/2020 10:42:08,7.61
3,02/16/2020 10:42:09,5.37
3,02/16/2020 10:42:10,2.46
3,02/16/2020 10:42:11,3.58
3,02/16/2020 10:42:12,5.82
3,02/16/2020 10:42:13,8.28
3,02/16/2020 10:42:14,5.37
3,02/16/2020 10:42:15,5.37
3,02/16/2020 10:42:16,3.58
3,02/16/2020 10:42:17,5.59
3,02/16/2020 10:42:18,4.03
3,02/16/2020 10:42:19,4.25
3,02/16/2020 10:42:20,2.46
3,02/16/2020 10:42:21,4.92
3,02/16/2020 10:42:22,10.29
3,02/16/2020 10:42:23,13.2
3,02/16/2020 10:42:24,9.62
3,02/16/2020 10:42:25,4.92
3,02/16/2020 10:42:26,4.47
3,02/16/2020 10:42:27,2.01
3,02/16/2020 10:42:28,4.47
3,02/16/2020 10:42:29,4.7
3,02/16/2020 10:42:30,3.36
3,02/16/2020 10:42:31,4.92
3,02/16/2020 10:42:32,6.26
3,02/16/2020 10:42:33,7.61
3,02/16/2020 10:42:34,8.72
3,02/16/2020 10:42:35,8.72
3,02/16/2020 10:42:36,4.92
3,02/16/2020 10:42:37,5.59
3,02/16/2020 10:42:38,5.37
3,02/16/2020 10:42:39,3.8
3,02/16/2020 10:42:40,
3,02/16/2020 10:42:41,
3,02/16/2020 10:42:42,6.04
3,02/16/2020 10:42:43,4.03
3,02/16/2020 10:42:44,6.26
3,02/16/2020 10:42:45,4.03
3,02/16/2020 10:42:46,5.59
3,02/16/2020 10:42:47,10.96
3,02/16/2020 10:42:48,6.04
3,02/16/2020 10:42:49,4.25
3,02/16/2020 10:42:50,7.38
3,02/16/2020 10:42:51,6.71
3,02/16/2020 10:42:52,3.13
3,02/16/2020 10:42:53,2.91
3,02/16/2020 10:42:54,6.26
3,02/16/2020 10:42:55,6.49
3,02/16/2020 10:42:56,4.92
3,02/16/2020 10:42:57,6.26
3,02/16/2020 10:42:58,6.49
3,02/16/2020 10:42:59,7.16
3,02/16/2020 10:43:00,5.14
3,02/16/2020 10:43:01,5.37
3,02/16/2020 10:43:02,9.4
3,02/16/2020 10:43:03,6.93
3,02/16/2020 10:43:04,5.59
3,02/16/2020 10:43:05,9.17
3,02/16/2020 10:43:06,10.74
3,02/16/2020 10:43:07,8.05
3,02/16/2020 10:43:08,7.83
3,02/16/2020 10:43:09,4.7
3,02/16/2020 10:43:10,7.61
3,02/16/2020 10:43:11,8.72
3,02/16/2020 10:43:12,5.14
3,02/16/2020 10:43:13,4.7
3,02/16/2020 10:43:14,5.82
3,02/16/2020 10:43:15,7.61
3,02/16/2020 10:43:16,7.16
3,02/16/2020 10:43:17,4.25
3,02/16/2020 10:43:18,4.25
3,02/16/2020 10:43:19,4.7
3,02/16/2020 10:43:20,4.92
3,02/16/2020 10:43:21,5.82
3,02/16/2020 10:43:22,3.58
3,02/16/2020 10:43:23,4.03
3,02/16/2020 10:43:24,3.8
3,02/16/2020 10:43:25,6.71
3,02/16/2020 10:43:26,18.34
3,02/16/2020 10:43:27,10.07
3,02/16/2020 10:43:28,6.71
3,02/16/2020 10:43:29,6.71
3,02/16/2020 10:43:30,8.95
3,02/16/2020 10:43:31,7.83
3,02/16/2020 10:43:32,5.82
3,02/16/2020 10:43:33,6.26
3,02/16/2020 10:43:34,4.03
3,02/16/2020 10:43:35,5.82
3,02/16/2020 10:43:36,5.37
3,02/16/2020 10:43:37,6.71
3,02/16/2020 10:43:38,8.5
3,02/16/2020 10:43:39,7.16
3,02/16/2020 10:43:40,5.14
3,02/16/2020 10:43:41,6.71
3,02/16/2020 10:43:42,4.7
3,02/16/2020 10:43:43,12.3
3,02/16/2020 10:43:44,8.5
3,02/16/2020 10:43:45,4.03
3,02/16/2020 10:43:46,7.16
3,02/16/2020 10:43:47,12.3
3,02/16/2020 10:43:48,5.37
3,02/16/2020 10:43:49,6.49
3,02/16/2020 10:43:50,10.51
3,02/16/2020 10:43:51,8.5
3,02/16/2020 10:43:52,5.82
3,02/16/2020 10:43:53,5.59
3,02/16/2020 10:43:54,7.38
3,02/16/2020 10:43:55,5.82
3,02/16/2020 10:43:56,2.91
3,02/16/2020 10:43:57,3.58
3,02/16/2020 10:43:58,6.04
3,02/16/2020 10:43:59,6.71
3,02/16/2020 10:44:00,8.95
3,02/16/2020 10:44:01,5.59
3,02/16/2020 10:44:02,4.03
3,02/16/2020 10:44:03,6.04
3,02/16/2020 10:44:04,11.41
3,02/16/2020 10:44:05,8.28
3,02/16/2020 10:44:06,8.95
3,02/16/2020 10:44:07,5.37
3,02/16/2020 10:44:08,3.36
3,02/16/2020 10:44:09,4.25
3,02/16/2020 10:44:10,7.61
3,02/16/2020 10:44:11,8.72
3,02/16/2020 10:44:12,7.61
3,02/16/2020 10:44:13,9.62
3,02/16/2020 10:44:14,8.95
3,02/16/2020 10:44:15,4.47
3,02/16/2020 10:44:16,13.42
3,02/16/2020 10:44:17,11.63
3,02/16/2020 10:44:18,7.83
3,02/16/2020 10:44:19,6.49
3,02/16/2020 10:44:20,8.72
3,02/16/2020 10:44:21,8.28
3,02/16/2020 10:44:22,5.14
3,02/16/2020 10:44:23,4.03
3,02/16/2020 10:44:24,11.41
3,02/16/2020 10:44:25,4.92
3,02/16/2020 10:44:26,6.26
3,02/16/2020 10:44:27,6.71
3,02/16/2020 10:44:28,8.28
3,02/16/2020 10:44:29,4.25
3,02/16/2020 10:44:30,5.82
3,02/16/2020 10:44:31,7.83
3,02/16/2020 10:44:32,5.82
3,02/16/2020 10:44:33,10.29
3,02/16/2020 10:44:34,7.61
3,02/16/2020 10:44:35,5.37
3,02/16/2020 10:44:36,4.92
3,02/16/2020 10:44:37,6.93
3,02/16/2020 10:44:38,3.36
3,02/16/2020 10:44:39,9.17
3,02/16/2020 10:44:40,10.51
3,02/16/2020 10:44:41,8.28
3,02/16/2020 10:44:42,4.92
3,02/16/2020 10:44:43,6.04
3,02/16/2020 10:44:44,5.59
3,02/16/2020 10:44:45,2.91
3,02/16/2020 10:44:46,5.14
3,02/16/2020 10:44:47,3.8
3,02/16/2020 10:44:48,5.59
3,02/16/2020 10:44:49,7.38
3,02/16/2020 10:44:50,6.71
3,02/16/2020 10:44:51,6.93
3,02/16/2020 10:44:52,5.59
3,02/16/2020 10:44:53,4.03
3,02/16/2020 10:44:54,7.38
3,02/16/2020 10:44:55,3.58
3,02/16/2020 10:44:56,4.92
3,02/16/2020 10:44:57,3.58
3,02/16/2020 10:44:58,13.2
3,02/16/2020 10:44:59,4.92
3,02/16/2020 10:45:00,2.91
3,02/16/2020 10:45:01,3.13
3,02/16/2020 10:45:02,5.14
3,02/16/2020 10:45:03,6.71
3,02/16/2020 10:45:04,5.14
3,02/16/2020 10:45:05,7.83
3,02/16/2020 10:45:06,8.28
3,02/16/2020 10:45:07,5.37
3,02/16/2020 10:45:08,6.49
3,02/16/2020 10:45:09,6.04
3,02/16/2020 10:45:10,5.59
3,02/16/2020 10:45:11,5.82
3,02/16/2020 10:45:12,4.47
3,02/16/2020 10:45:13,3.36
3,02/16/2020 10:45:14,3.58
3,02/16/2020 10:45:15,4.03
3,02/16/2020 10:45:16,7.61
3,02/16/2020 10:45:17,5.37
3,02/16/2020 10:45:17,8.95
3,02/16/2020 10:45:18,4.25
3,02/16/2020 10:45:19,5.59
3,02/16/2020 10:45:20,5.59
3,02/16/2020 10:45:21,6.26
3,02/16/2020 10:45:22,4.03
3,02/16/2020 10:45:23,4.03
3,02/16/2020 10:45:24,2.68
3,02/16/2020 10:45:25,2.24
3,02/16/2020 10:45:26,4.92
3,02/16/2020 10:45:27,8.05
3,02/16/2020 10:45:28,4.92
3,02/16/2020 10:45:29,3.13
3,02/16/2020 10:45:30,4.47
3,02/16/2020 10:45:31,5.14
3,02/16/2020 10:45:32,2.68
3,02/16/2020 10:45:33,2.46
3,02/16/2020 10:45:34,3.8
3,02/16/2020 10:45:35,4.47
3,02/16/2020 10:45:36,3.58
3,02/16/2020 10:45:37,2.24
3,02/16/2020 10:45:38,4.92
3,02/16/2020 10:45:39,7.16
3,02/16/2020 10:45:40,3.36
3,02/16/2020 10:45:41,3.8
3,02/16/2020 10:45:42,4.7
3,02/16/2020 10:45:43,3.58
3,02/16/2020 10:45:44,5.14
3,02/16/2020 10:45:45,3.8
3,02/16/2020 10:45:46,3.13
3,02/16/2020 10:45:47,4.7
3,02/16/2020 10:45:48,4.25
3,02/16/2020 10:45:49,5.14
3,02/16/2020 10:45:50,2.24
3,02/16/2020 10:45:51,3.58
3,02/16/2020 10:45:52,3.8
3,02/16/2020 10:45:53,5.14
3,02/16/2020 10:45:54,4.7
3,02/16/2020 10:45:55,2.24
3,02/16/2020 10:45:56,4.92
3,02/16/2020 10:45:57,5.37
3,02/16/2020 10:45:58,2.46
3,02/16/2020 10:45:59,3.13
3,02/16/2020 10:46:00,3.58
3,02/16/2020 10:46:01,4.92
3,02/16/2020 10:46:02,5.37
3,02/16/2020 10:46:03,5.82
3,02/16/2020 10:46:04,4.03
3,02/16/2020 10:46:05,4.92
3,02/16/2020 10:46:06,1.79
3,02/16/2020 10:46:07,2.68
3,02/16/2020 10:46:08,4.92
3,02/16/2020 10:46:09,3.58
3,02/16/2020 10:46:10,5.37
3,02/16/2020 10:46:11,3.36
3,02/16/2020 10:46:12,3.58
3,02/16/2020 10:46:13,3.36
3,02/16/2020 10:46:14,3.13
3,02/16/2020 10:46:15,5.14
3,02/16/2020 10:46:16,4.92
3,02/16/2020 10:46:17,4.7
3,02/16/2020 10:46:18,3.36
3,02/16/2020 10:46:19,2.68
3,02/16/2020 10:46:20,2.68
3,02/16/2020 10:46:21,2.91
3,02/16/2020 10:46:22,3.13
3,02/16/2020 10:46:23,2.91
3,02/16/2020 10:46:24,3.8
3,02/16/2020 10:46:25,2.46
3,02/16/2020 10:46:26,2.68
3,02/16/2020 10:46:27,6.71
3,02/16/2020 10:46:28,5.14
3,02/16/2020 10:46:29,3.8
3,02/16/2020 10:46:30,2.46
3,02/16/2020 10:46:31,2.91
3,02/16/2020 10:46:32,9.4
3,02/16/2020 10:46:33,4.25
3,02/16/2020 10:46:34,2.01
3,02/16/2020 10:46:35,2.68
3,02/16/2020 10:46:36,1.57
3,02/16/2020 10:46:37,1.79
3,02/16/2020 10:46:38,4.25
3,02/16/2020 10:46:39,4.47
3,02/16/2020 10:46:40,3.8
3,02/16/2020 10:46:41,2.46
3,02/16/2020 10:46:42,2.91
3,02/16/2020 10:46:43,1.34
3,02/16/2020 10:46:44,2.24
3,02/16/2020 10:46:45,2.68
3,02/16/2020 10:46:46,3.36
3,02/16/2020 10:46:47,3.8
3,02/16/2020 10:46:48,2.24
3,02/16/2020 10:46:49,1.12
3,02/16/2020 10:46:50,2.24
3,02/16/2020 10:46:51,3.13
3,02/16/2020 10:46:52,3.36
3,02/16/2020 10:46:53,2.91
3,02/16/2020 10:46:54,4.47
3,02/16/2020 10:46:55,3.36
3,02/16/2020 10:46:56,5.14
3,02/16/2020 10:46:57,4.03
3,02/16/2020 10:46:58,3.13
3,02/16/2020 10:46:59,2.46
3,02/16/2020 10:47:00,3.8
3,02/16/2020 10:47:01,4.47
3,02/16/2020 10:47:02,6.26
3,02/16/2020 10:47:03,8.05
3,02/16/2020 10:47:04,5.14
3,02/16/2020 10:47:05,3.8
3,02/16/2020 10:47:06,4.92
3,02/16/2020 10:47:07,5.59
3,02/16/2020 10:47:08,5.59
3,02/16/2020 10:47:09,4.7
3,02/16/2020 10:47:10,3.13
3,02/16/2020 10:47:11,3.8
3,02/16/2020 10:47:12,4.92
3,02/16/2020 10:47:13,3.8
3,02/16/2020 10:47:14,4.03
3,02/16/2020 10:47:15,5.82
3,02/16/2020 10:47:16,2.01
3,02/16/2020 10:47:17,1.34
3,02/16/2020 10:47:18,2.46
3,02/16/2020 10:47:19,2.24
3,02/16/2020 10:47:20,1.57
3,02/16/2020 10:47:21,2.91
3,02/16/2020 10:47:22,2.68
3,02/16/2020 10:47:23,6.93
3,02/16/2020 10:47:24,9.84
3,02/16/2020 10:47:25,6.26
3,02/16/2020 10:47:26,5.59
3,02/16/2020 10:47:27,7.16
3,02/16/2020 10:47:28,4.7
3,02/16/2020 10:47:29,1.57
3,02/16/2020 10:47:30,2.91
3,02/16/2020 10:47:31,2.01
3,02/16/2020 10:47:32,3.8
3,02/16/2020 10:47:33,5.82
3,02/16/2020 10:47:34,2.46
3,02/16/2020 10:47:35,6.26
3,02/16/2020 10:47:36,2.91
3,02/16/2020 10:47:37,2.46
3,02/16/2020 10:47:38,3.13
3,02/16/2020 10:47:39,4.92
3,02/16/2020 10:47:40,4.92
3,02/16/2020 10:47:41,2.46
3,02/16/2020 10:47:42,4.03
3,02/16/2020 10:47:43,4.92
3,02/16/2020 10:47:44,4.92
3,02/16/2020 10:47:45,2.91
3,02/16/2020 10:47:46,5.82
3,02/16/2020 10:47:47,8.72
3,02/16/2020 10:47:48,6.04
3,02/16/2020 10:47:49,2.46
3,02/16/2020 10:47:50,4.25
3,02/16/2020 10:47:51,6.71
3,02/16/2020 10:47:52,4.03
3,02/16/2020 10:47:53,3.8
3,02/16/2020 10:47:54,4.47
3,02/16/2020 10:47:55,4.03
3,02/16/2020 10:47:56,2.24
3,02/16/2020 10:47:57,1.57
3,02/16/2020 10:47:58,3.58
3,02/16/2020 10:47:59,5.59
3,02/16/2020 10:48:00,2.01
3,02/16/2020 10:48:01,6.04
3,02/16/2020 10:48:02,3.8
3,02/16/2020 10:48:03,4.92
3,02/16/2020 10:48:04,6.71
3,02/16/2020 10:48:05,8.72
3,02/16/2020 10:48:06,5.82
3,02/16/2020 10:48:07,2.46
3,02/16/2020 10:48:08,2.46
3,02/16/2020 10:48:09,5.59
3,02/16/2020 10:48:10,5.82
3,02/16/2020 10:48:11,4.25
3,02/16/2020 10:48:12,4.92
3,02/16/2020 10:48:13,6.49
3,02/16/2020 10:48:14,5.37
3,02/16/2020 10:48:15,3.36
3,02/16/2020 10:48:16,9.4
3,02/16/2020 10:48:17,4.7
3,02/16/2020 10:48:18,1.79
3,02/16/2020 10:48:19,3.58
3,02/16/2020 10:48:20,4.92
3,02/16/2020 10:48:21,5.14
3,02/16/2020 10:48:22,6.49
3,02/16/2020 10:48:23,7.83
3,02/16/2020 10:48:24,3.36
3,02/16/2020 10:48:25,9.62
3,02/16/2020 10:48:26,6.71
3,02/16/2020 10:48:27,5.14
3,02/16/2020 10:48:28,6.71
3,02/16/2020 10:48:29,4.7
3,02/16/2020 10:48:30,3.8
3,02/16/2020 10:48:31,4.03
3,02/16/2020 10:48:32,6.71
3,02/16/2020 10:48:33,6.49
3,02/16/2020 10:48:34,4.47
3,02/16/2020 10:48:35,5.37
3,02/16/2020 10:48:36,4.47
3,02/16/2020 10:48:36,5.37
3,02/16/2020 10:48:37,3.13
3,02/16/2020 10:48:38,2.01
3,02/16/2020 10:48:39,3.58
3,02/16/2020 10:48:40,6.71
3,02/16/2020 10:48:41,7.61
3,02/16/2020 10:48:42,6.71
3,02/16/2020 10:48:43,4.92
3,02/16/2020 10:48:44,4.25
3,02/16/2020 10:48:45,6.49
3,02/16/2020 10:48:46,5.37
3,02/16/2020 10:48:47,7.38
3,02/16/2020 10:48:48,10.74
3,02/16/2020 10:48:49,5.82
3,02/16/2020 10:48:50,3.8
3,02/16/2020 10:48:51,6.71
3,02/16/2020 10:48:52,2.91
3,02/16/2020 10:48:53,4.92
3,02/16/2020 10:48:54,7.61
3,02/16/2020 10:48:55,7.38
3,02/16/2020 10:48:56,4.03
3,02/16/2020 10:48:57,4.03
3,02/16/2020 10:48:58,4.92
3,02/16/2020 10:48:59,7.83
3,02/16/2020 10:49:00,10.96
3,02/16/2020 10:49:01,8.72
3,02/16/2020 10:49:02,6.26
3,02/16/2020 10:49:03,8.05
3,02/16/2020 10:49:04,6.71
3,02/16/2020 10:49:05,5.37
3,02/16/2020 10:49:06,9.17
3,02/16/2020 10:49:07,7.83
3,02/16/2020 10:49:08,8.05
3,02/16/2020 10:49:09,3.13
3,02/16/2020 10:49:10,12.53
3,02/16/2020 10:49:11,12.97
3,02/16/2020 10:49:12,10.96
